@relation final_property_listings_WEKA-weka.filters.unsupervised.attribute.Remove-R1

@attribute Location {klcc,'damansara heights',dutamas,'bukit jalil','taman tun dr ismail','sri petaling','bukit tunku (kenny hills)','mont kiara','desa parkcity','bangsar south','ampang hilir',kepong,'jalan klang lama (old klang road)','sungai besi','kl city','kl sentral','taman melawati',setapak,'city centre','country heights damansara','taman desa',sentul,bangsar,segambut,'wangsa maju','batu caves',ampang,'sri hartamas',cheras,setiawangsa,oug,'bukit bintang','jalan sultan ismail','jalan kuching','bandar menjalara',seputeh,'sunway spk','kl eco city',pantai,'kuchai lama','jalan ipoh',brickfields,'desa pandan','desa petaling','pandan perdana','bandar damai perdana',keramat,'salak selatan',titiwangsa}
@attribute Price numeric
@attribute 'Rooms Num' numeric
@attribute Bathrooms numeric
@attribute 'Main Property Type' {'Serviced Residence',Bungalow,Condominium,'Semi-detached House','Terrace/Link House',Apartment,Townhouse,Flat,'Residential Land','Cluster House'}
@attribute 'Size Type' {Built-up,'Land area'}
@attribute 'Size Num' numeric
@attribute Furnishing {'Fully Furnished','Partly Furnished',Unfurnished,Unknown}

@data
segambut,690000,4,3,Condominium,Built-up,1262,Unfurnished
bangsar,1500000,4,4,Condominium,Built-up,1977,Unknown
'sri petaling',1299888,5,4,Condominium,Built-up,3746,Unfurnished
cheras,1050000,2,2,'Serviced Residence',Built-up,916,'Partly Furnished'
bangsar,13500000,6,5,Bungalow,'Land area',10000,Unknown
bangsar,10800000,6,3,Bungalow,'Land area',10000,Unknown
'damansara heights',5300000,6,6,Bungalow,'Land area',5500,Unknown
'damansara heights',10000000,7,8,Bungalow,Built-up,10000,Unknown
bangsar,4200000,4,4,Condominium,Built-up,3658,'Partly Furnished'
bangsar,6900000,6,6,Bungalow,Built-up,10000,'Partly Furnished'
'damansara heights',6700000,5,5,Bungalow,'Land area',7000,Unknown
'damansara heights',8000000,5,5,Bungalow,'Land area',8500,Unknown
'damansara heights',12000000,6,6,Bungalow,'Land area',11000,Unknown
bangsar,6900000,5,6,Condominium,Built-up,5221,'Partly Furnished'
bangsar,9200000,7,7,Condominium,Built-up,8150,'Partly Furnished'
bangsar,3850000,4,4,Condominium,Built-up,3300,'Partly Furnished'
bangsar,6700000,5,5,Condominium,Built-up,4385,'Partly Furnished'
'damansara heights',6000000,6,5,Bungalow,'Land area',7500,'Partly Furnished'
klcc,4200000,2,2,Condominium,Built-up,1722,Unknown
klcc,1100000,1,1,Condominium,Built-up,630,Unknown
'ampang hilir',1128888,4,3,Condominium,Built-up,1818,'Fully Furnished'
'damansara heights',5500000,6,7,Bungalow,'Land area',3000,Unknown
bangsar,3770000,4,4,Condominium,Built-up,3300,'Partly Furnished'
sentul,2028888,5,5,Condominium,Built-up,3264,Unfurnished
setapak,600000,4,3,Condominium,Built-up,1362,Unfurnished
setapak,600000,4,3,Condominium,Built-up,1362,Unknown
dutamas,960000,3,3,Condominium,Built-up,1451,'Partly Furnished'
dutamas,950000,3,3,Condominium,Built-up,1451,'Partly Furnished'
'jalan klang lama (old klang road)',570000,3,2,Condominium,Built-up,1350,'Partly Furnished'
'jalan klang lama (old klang road)',560000,3,2,Condominium,Built-up,1350,'Partly Furnished'
'sri petaling',410000,3,2,Condominium,Built-up,1200,'Partly Furnished'
brickfields,850000,3,2,'Serviced Residence',Built-up,838,'Fully Furnished'
'mont kiara',9000000,4,5,Bungalow,'Land area',9409,'Partly Furnished'
'damansara heights',11000000,7,8,Bungalow,'Land area',11700,'Fully Furnished'
cheras,370000,3,2,'Serviced Residence',Built-up,950,'Partly Furnished'
sentul,525000,3,2,Condominium,Built-up,1081,'Fully Furnished'
sentul,525000,3,2,Condominium,Built-up,1081,'Fully Furnished'
'mont kiara',4045119,5,5,Condominium,Built-up,5090,'Partly Furnished'
cheras,900000,6,4,'Terrace/Link House','Land area',1400,'Partly Furnished'
'wangsa maju',800000,5,4,'Terrace/Link House',Built-up,2900,'Partly Furnished'
setapak,510000,4,2,Condominium,Built-up,1450,Unknown
ampang,550000,4,3,'Terrace/Link House','Land area',1200,Unfurnished
'sri petaling',566186,3,2,Condominium,Built-up,884,'Partly Furnished'
'kuchai lama',550000,3,2,Condominium,Built-up,986,'Partly Furnished'
'sri petaling',451922,2,1,Condominium,Built-up,694,'Partly Furnished'
'jalan klang lama (old klang road)',680000,4,2,'Terrace/Link House','Land area',1600,Unknown
'wangsa maju',185000,2,1,Flat,Built-up,550,'Partly Furnished'
'kuchai lama',650000,4,2,Condominium,Built-up,1328,'Partly Furnished'
'wangsa maju',185000,2,1,Flat,Built-up,550,'Partly Furnished'
'jalan klang lama (old klang road)',580000,4,2,'Terrace/Link House','Land area',1600,Unknown
'desa petaling',275000,3,2,Condominium,Built-up,800,'Partly Furnished'
kepong,280000,3,2,'Serviced Residence','Land area',935,Unfurnished
bangsar,1100000,3,2,Condominium,Built-up,1130,Unknown
'bukit bintang',1030000,3,3,'Serviced Residence',Built-up,1063,'Fully Furnished'
bangsar,1100000,3,2,Condominium,Built-up,1130,Unknown
cheras,1450000,3,2,'Serviced Residence',Built-up,1087,Unfurnished
klcc,5180000,4,5,'Serviced Residence',Built-up,3897,'Fully Furnished'
klcc,8500000,5,6,'Serviced Residence',Built-up,3063,'Fully Furnished'
'bukit jalil',599000,3,2,Condominium,Built-up,1404,'Partly Furnished'
cheras,780000,4,3,'Terrace/Link House','Land area',2730,Unfurnished
cheras,959000,5,4,'Terrace/Link House','Land area',1400,Unfurnished
klcc,6013000,4,5,'Serviced Residence',Built-up,2615,'Fully Furnished'
cheras,1600000,6,6,Bungalow,'Land area',5900,'Partly Furnished'
'mont kiara',2000000,5,4,Condominium,Built-up,1830,'Partly Furnished'
'bukit jalil',900000,3,2,'Serviced Residence',Built-up,1170,'Partly Furnished'
'sunway spk',1350000,4,4,Townhouse,'Land area',2500,'Partly Furnished'
'mont kiara',1600000,4,4,Condominium,Built-up,1496,'Partly Furnished'
'mont kiara',1950000,5,4,Condominium,Built-up,1830,'Partly Furnished'
'mont kiara',1400000,3,2,Condominium,Built-up,1200,'Partly Furnished'
'mont kiara',1350000,3,2,Condominium,Built-up,1200,'Partly Furnished'
'mont kiara',1850000,5,4,Condominium,Built-up,1830,'Partly Furnished'
'mont kiara',1350000,3,2,Condominium,Built-up,1200,'Partly Furnished'
'mont kiara',2290000,5,5,Condominium,Built-up,2702,'Partly Furnished'
'mont kiara',2800000,5,5,Condominium,Built-up,2702,'Partly Furnished'
'mont kiara',2290000,5,5,Condominium,Built-up,2702,'Partly Furnished'
'kuchai lama',770000,4,3,Condominium,Built-up,1711,'Partly Furnished'
'bandar damai perdana',650000,4,3,'Terrace/Link House','Land area',1200,Unknown
'bukit bintang',1822000,4,4,Condominium,Built-up,1822,'Partly Furnished'
cheras,1380000,6,5,'Terrace/Link House','Land area',2486,Unfurnished
cheras,1100000,2,2,'Serviced Residence',Built-up,915,'Fully Furnished'
'kuchai lama',450000,3,2,'Serviced Residence',Built-up,935,'Fully Furnished'
'bukit bintang',1280000,2,2,'Serviced Residence',Built-up,1200,'Fully Furnished'
'bukit bintang',980000,2,2,'Serviced Residence',Built-up,1119,Unknown
cheras,538000,4,3,'Terrace/Link House','Land area',1140,'Partly Furnished'
'bukit jalil',600000,3,2,Condominium,Built-up,1404,'Partly Furnished'
segambut,350000,3,2,Apartment,Built-up,747,'Partly Furnished'
segambut,320000,2,1,Apartment,'Land area',747,'Partly Furnished'
bangsar,1350000,4,2,'Terrace/Link House','Land area',1870,Unknown
'bukit jalil',738000,3,2,Condominium,Built-up,1404,'Partly Furnished'
setapak,360000,3,2,Apartment,Built-up,1011,Unknown
'jalan kuching',950000,3,2,Condominium,Built-up,1800,'Partly Furnished'
setapak,599000,4,2,Condominium,Built-up,1610,Unknown
ampang,339000,3,2,'Terrace/Link House',Built-up,750,'Partly Furnished'
'bukit jalil',400000,3,2,Condominium,Built-up,1222,Unfurnished
oug,1500000,5,3,'Semi-detached House',Built-up,3400,Unfurnished
'jalan klang lama (old klang road)',1500000,5,3,'Semi-detached House',Built-up,3400,Unfurnished
klcc,1200000,2,2,Condominium,Built-up,1151,'Fully Furnished'
klcc,600000,1,1,'Serviced Residence',Built-up,495,'Fully Furnished'
'sri hartamas',430000,1,1,'Serviced Residence',Built-up,500,'Fully Furnished'
'jalan klang lama (old klang road)',590000,1,1,Condominium,Built-up,555,'Fully Furnished'
'mont kiara',1540000,4,4,Condominium,Built-up,2368,Unknown
'sri hartamas',425000,1,1,'Serviced Residence',Built-up,500,'Fully Furnished'
'sri hartamas',450000,1,1,'Serviced Residence',Built-up,500,'Fully Furnished'
klcc,1700000,3,2,'Serviced Residence',Built-up,1980,'Fully Furnished'
'city centre',1750000,3,3,'Serviced Residence',Built-up,1636,'Partly Furnished'
'sri petaling',2380000,5,5,'Semi-detached House','Land area',4000,'Partly Furnished'
'jalan klang lama (old klang road)',650000,3,2,Condominium,Built-up,1168,'Partly Furnished'
ampang,1750000,5,4,'Semi-detached House','Land area',5942,'Partly Furnished'
setapak,360000,1,1,'Serviced Residence',Built-up,618,'Partly Furnished'
'bukit tunku (kenny hills)',1600000,4,2,Condominium,Built-up,2030,'Partly Furnished'
'wangsa maju',1030000,4,3,Condominium,Built-up,1909,'Fully Furnished'
'bukit tunku (kenny hills)',1100000,4,3,Condominium,Built-up,1900,'Partly Furnished'
'sri hartamas',630000,1,1,'Serviced Residence',Built-up,680,'Fully Furnished'
'sri hartamas',750000,3,3,'Serviced Residence',Built-up,1000,'Fully Furnished'
'sri hartamas',800000,3,3,'Serviced Residence',Built-up,1130,'Fully Furnished'
'sri hartamas',980000,3,2,'Serviced Residence',Built-up,1230,'Fully Furnished'
'sri hartamas',2300000,6,4,'Serviced Residence',Built-up,3400,'Fully Furnished'
'sri hartamas',750000,3,3,'Serviced Residence',Built-up,1000,'Partly Furnished'
'sri hartamas',980000,4,2,'Serviced Residence',Built-up,1230,'Fully Furnished'
'sri hartamas',820000,3,2,'Serviced Residence',Built-up,1000,'Fully Furnished'
bangsar,15000000,10,9,Bungalow,'Land area',7800,'Partly Furnished'
'sri hartamas',460000,1,1,'Serviced Residence',Built-up,500,'Fully Furnished'
'kl city',900000,1,1,'Serviced Residence',Built-up,706,'Fully Furnished'
'bukit bintang',5290000,3,4,'Serviced Residence',Built-up,2645,'Fully Furnished'
klcc,1900000,4,3,'Serviced Residence',Built-up,1453,'Fully Furnished'
cheras,1250000,6,4,'Semi-detached House','Land area',3000,'Partly Furnished'
cheras,1680000,4,3,'Semi-detached House','Land area',3000,'Partly Furnished'
cheras,1250000,4,3,'Semi-detached House','Land area',3000,'Partly Furnished'
'wangsa maju',453600,3,2,'Serviced Residence',Built-up,770,Unfurnished
'wangsa maju',579504,3,2,'Serviced Residence',Built-up,850,Unfurnished
keramat,880000,4,4,Condominium,Built-up,1690,'Fully Furnished'
'desa pandan',1400000,3,2,'Serviced Residence',Built-up,14410,'Partly Furnished'
'sri hartamas',1200000,4,2,'Serviced Residence',Built-up,1735,'Partly Furnished'
'kl city',900000,1,1,'Serviced Residence',Built-up,706,'Fully Furnished'
'jalan klang lama (old klang road)',730000,3,2,'Serviced Residence',Built-up,953,Unfurnished
'bangsar south',680000,2,1,'Serviced Residence',Built-up,725,'Partly Furnished'
'sri hartamas',450000,1,1,'Serviced Residence',Built-up,500,'Fully Furnished'
'sri hartamas',450000,1,1,'Serviced Residence',Built-up,500,'Fully Furnished'
'bukit jalil',460000,3,2,Condominium,'Land area',1448,'Partly Furnished'
kepong,650000,3,2,'Terrace/Link House','Land area',880,'Partly Furnished'
setapak,400000,3,2,Condominium,Built-up,1231,'Partly Furnished'
setapak,260000,3,2,Condominium,Built-up,845,'Partly Furnished'
'wangsa maju',410000,4,2,Condominium,Built-up,1210,'Partly Furnished'
setapak,248000,3,2,Condominium,Built-up,832,'Partly Furnished'
'sunway spk',1650000,5,4,'Terrace/Link House','Land area',1650,'Partly Furnished'
setapak,420000,3,2,Condominium,Built-up,1231,'Partly Furnished'
bangsar,2000000,4,3,'Terrace/Link House','Land area',1875,'Partly Furnished'
klcc,1760000,4,4,Condominium,Built-up,2411,'Partly Furnished'
'jalan ipoh',1280000,6,6,'Terrace/Link House','Land area',1760,'Partly Furnished'
'mont kiara',810000,3,2,'Serviced Residence',Built-up,1128,'Partly Furnished'
dutamas,630000,3,3,Condominium,Built-up,1474,'Partly Furnished'
'wangsa maju',2500000,5,6,Bungalow,'Land area',6695,Unfurnished
'sri hartamas',3900000,5,5,Bungalow,Built-up,5230,Unknown
klcc,4700000,5,6,'Serviced Residence',Built-up,3300,'Partly Furnished'
'mont kiara',1450000,4,4,Condominium,Built-up,1496,'Partly Furnished'
'mont kiara',1200000,4,4,Condominium,Built-up,2200,'Partly Furnished'
'wangsa maju',415000,3,2,'Serviced Residence',Built-up,905,'Partly Furnished'
'kuchai lama',385000,3,2,Condominium,Built-up,1045,Unfurnished
segambut,828000,3,2,Condominium,Built-up,1319,'Partly Furnished'
'sri petaling',285000,2,1,'Terrace/Link House','Land area',770,Unfurnished
'sri petaling',635000,5,3,'Terrace/Link House','Land area',1170,Unknown
'mont kiara',2600000,5,4,Condominium,Built-up,2702,'Partly Furnished'
klcc,1350000,2,1,'Serviced Residence',Built-up,1020,'Fully Furnished'
klcc,2157300,3,2,'Serviced Residence',Built-up,1490,'Fully Furnished'
klcc,1420000,2,2,'Serviced Residence',Built-up,1090,'Fully Furnished'
klcc,1800000,3,2,'Serviced Residence',Built-up,1300,'Fully Furnished'
'taman desa',430000,3,2,Condominium,Built-up,936,'Fully Furnished'
'taman desa',400000,3,2,Condominium,Built-up,936,'Fully Furnished'
'bukit jalil',650000,5,2,Condominium,Built-up,1212,Unknown
'bukit jalil',500000,2,1,'Serviced Residence',Built-up,667,'Partly Furnished'
klcc,4840000,4,5,'Serviced Residence',Built-up,3513,'Partly Furnished'
klcc,3100000,3,3,'Serviced Residence',Built-up,1932,'Fully Furnished'
klcc,4976000,3,5,'Serviced Residence',Built-up,3274,'Fully Furnished'
klcc,1950000,2,2,'Serviced Residence',Built-up,1495,'Fully Furnished'
klcc,2500000,3,4,'Serviced Residence',Built-up,2543,'Fully Furnished'
cheras,4000000,6,6,'Semi-detached House','Land area',3600,'Partly Furnished'
'mont kiara',2000000,5,4,Condominium,Built-up,3000,'Fully Furnished'
'desa parkcity',2150000,4,3,Condominium,Built-up,1808,'Fully Furnished'
'bandar menjalara',650000,3,2,'Terrace/Link House','Land area',880,'Fully Furnished'
kepong,730000,3,2,'Terrace/Link House','Land area',1540,'Partly Furnished'
kepong,365000,4,2,'Terrace/Link House','Land area',630,Unfurnished
'jalan kuching',420000,3,2,Apartment,'Land area',1221,Unfurnished
'bukit jalil',1130000,3,2,'Serviced Residence',Built-up,1254,'Fully Furnished'
'bukit jalil',930000,5,3,'Serviced Residence',Built-up,1513,'Partly Furnished'
klcc,1950000,4,5,Condominium,Built-up,2315,Unknown
'sri petaling',930000,4,3,Condominium,Built-up,2024,'Fully Furnished'
'bangsar south',555000,2,1,'Serviced Residence',Built-up,648,'Partly Furnished'
'jalan kuching',553000,4,2,Condominium,Built-up,1210,'Partly Furnished'
'jalan kuching',680000,4,3,Townhouse,Built-up,1800,'Partly Furnished'
'bukit jalil',1900000,6,4,'Terrace/Link House','Land area',2736,'Partly Furnished'
'taman desa',620000,3,2,'Serviced Residence',Built-up,935,Unfurnished
klcc,2900000,4,4,Condominium,Built-up,3606,Unknown
'mont kiara',950000,2,2,'Serviced Residence',Built-up,1583,'Partly Furnished'
ampang,915000,5,4,'Semi-detached House','Land area',2900,'Partly Furnished'
'mont kiara',610000,1,1,'Serviced Residence',Built-up,743,'Fully Furnished'
klcc,4300000,5,5,Condominium,Built-up,3285,'Partly Furnished'
'ampang hilir',1250000,5,3,Condominium,Built-up,1894,'Partly Furnished'
klcc,2573000,4,4,Condominium,Built-up,2144,Unfurnished
'bukit bintang',5200000,5,4,'Serviced Residence',Built-up,2450,'Fully Furnished'
'mont kiara',1650000,5,4,Condominium,Built-up,2318,'Partly Furnished'
klcc,2358000,4,4,Condominium,Built-up,2245,Unfurnished
klcc,1522000,3,2,Condominium,Built-up,2174,Unfurnished
dutamas,795000,3,3,Condominium,Built-up,1315,'Fully Furnished'
segambut,688000,3,2,Townhouse,'Land area',1500,'Partly Furnished'
'sri hartamas',398000,1,1,'Serviced Residence',Built-up,495,'Fully Furnished'
'taman desa',6500000,6,5,Bungalow,'Land area',7188,'Fully Furnished'
'sri petaling',680000,4,3,'Serviced Residence',Built-up,1279,'Fully Furnished'
'mont kiara',2000000,5,6,Condominium,Built-up,2552,'Fully Furnished'
'taman desa',579999,3,2,Condominium,Built-up,1337,Unknown
bangsar,5500000,7,7,Bungalow,'Land area',6135,Unfurnished
'damansara heights',9000000,7,6,Bungalow,'Land area',10796,Unfurnished
kepong,1630000,5,5,'Terrace/Link House','Land area',3150,Unfurnished
kepong,478000,3,2,'Serviced Residence',Built-up,1137,'Partly Furnished'
'mont kiara',1784937,4,4,Condominium,Built-up,2065,'Partly Furnished'
'mont kiara',1786128,4,4,Condominium,Built-up,2163,'Partly Furnished'
'sri petaling',170000,2,1,Apartment,Built-up,650,'Partly Furnished'
'bukit jalil',420000,3,2,Apartment,Built-up,1050,'Partly Furnished'
'bukit jalil',400000,3,2,Apartment,Built-up,954,'Partly Furnished'
'mont kiara',800000,2,2,'Serviced Residence',Built-up,913,'Fully Furnished'
'mont kiara',770000,2,2,'Serviced Residence',Built-up,913,'Fully Furnished'
'taman desa',2650000,6,6,'Semi-detached House','Land area',3040,Unfurnished
'taman desa',2680000,6,6,'Semi-detached House','Land area',3040,Unfurnished
'mont kiara',850000,3,2,Condominium,Built-up,1268,'Fully Furnished'
'mont kiara',2013000,4,4,Condominium,Built-up,1830,'Partly Furnished'
'mont kiara',1650000,4,4,Condominium,Built-up,1496,'Fully Furnished'
'mont kiara',2000000,5,4,Condominium,Built-up,1830,'Partly Furnished'
'mont kiara',2000000,5,4,Condominium,Built-up,3000,'Fully Furnished'
'mont kiara',700000,3,2,'Serviced Residence',Built-up,1141,'Fully Furnished'
'mont kiara',850000,4,3,'Serviced Residence',Built-up,1428,'Fully Furnished'
'mont kiara',1250000,4,4,Condominium,Built-up,2713,'Fully Furnished'
dutamas,1200000,3,2,'Serviced Residence',Built-up,1238,'Partly Furnished'
dutamas,1100000,2,2,'Serviced Residence',Built-up,997,'Fully Furnished'
dutamas,780000,1,1,'Serviced Residence',Built-up,672,'Fully Furnished'
'bandar menjalara',3500000,6,5,'Semi-detached House','Land area',4050,Unfurnished
'jalan ipoh',1200000,4,5,'Semi-detached House','Land area',3060,'Partly Furnished'
'bandar menjalara',550000,3,2,'Terrace/Link House','Land area',990,'Partly Furnished'
'bandar menjalara',600000,3,2,'Terrace/Link House','Land area',990,'Partly Furnished'
kepong,2100000,5,5,'Semi-detached House','Land area',2625,'Partly Furnished'
'sri hartamas',650000,2,1,'Serviced Residence',Built-up,667,'Fully Furnished'
'sri hartamas',650000,2,1,'Serviced Residence',Built-up,667,'Fully Furnished'
'sri hartamas',669000,2,1,'Serviced Residence',Built-up,689,'Fully Furnished'
'sri hartamas',1392000,2,2,'Serviced Residence',Built-up,1270,'Fully Furnished'
'sri hartamas',796000,2,1,'Serviced Residence',Built-up,721,'Fully Furnished'
'sri hartamas',649000,2,1,'Serviced Residence',Built-up,657,'Fully Furnished'
cheras,1120000,4,2,Condominium,Built-up,1636,'Partly Furnished'
dutamas,900000,4,3,Condominium,Built-up,1719,Unfurnished
dutamas,850000,3,2,Condominium,Built-up,1253,'Fully Furnished'
'sri hartamas',3600000,4,4,'Terrace/Link House','Land area',2000,'Partly Furnished'
'mont kiara',2100000,4,5,Condominium,Built-up,2055,'Fully Furnished'
'ampang hilir',1250000,3,2,Townhouse,Built-up,1650,'Fully Furnished'
'kl city',1149200,2,2,'Serviced Residence',Built-up,689,'Partly Furnished'
klcc,5000000,4,4,Condominium,Built-up,2228,'Partly Furnished'
'taman tun dr ismail',2814361,7,7,'Semi-detached House','Land area',4394,Unfurnished
klcc,1749000,1,1,'Serviced Residence',Built-up,795,'Fully Furnished'
klcc,1251800,1,1,'Serviced Residence',Built-up,569,'Fully Furnished'
'taman tun dr ismail',2400000,2,1,'Serviced Residence',Built-up,2043,Unfurnished
'taman tun dr ismail',1400000,3,3,'Serviced Residence',Built-up,1393,Unfurnished
'taman tun dr ismail',1100000,2,2,'Serviced Residence',Built-up,870,Unfurnished
'city centre',2200000,4,4,Condominium,Built-up,3203,'Fully Furnished'
'kl city',1470500,2,2,'Serviced Residence',Built-up,887,'Partly Furnished'
'kl city',1936000,3,3,'Serviced Residence',Built-up,1157,'Partly Furnished'
'city centre',2199882,3,3,'Serviced Residence',Built-up,1614,'Fully Furnished'
'kl sentral',1500000,4,3,Condominium,Built-up,1750,'Partly Furnished'
'sri hartamas',5000000,6,6,'Semi-detached House',Built-up,5400,'Partly Furnished'
'wangsa maju',1500000,5,4,Condominium,Built-up,3054,'Partly Furnished'
dutamas,940000,4,3,Condominium,Built-up,1467,Unfurnished
dutamas,1130000,4,4,Condominium,Built-up,1799,'Partly Furnished'
dutamas,1035000,4,4,Condominium,Built-up,1710,'Partly Furnished'
dutamas,1220000,4,4,Condominium,Built-up,1974,'Partly Furnished'
'kuchai lama',720000,4,3,Condominium,'Land area',1496,'Partly Furnished'
'kuchai lama',435000,3,2,Condominium,'Land area',970,'Partly Furnished'
dutamas,860000,5,5,Condominium,'Land area',2980,'Partly Furnished'
brickfields,500000,2,2,'Serviced Residence',Built-up,872,'Fully Furnished'
'kl sentral',2040000,2,2,'Serviced Residence',Built-up,1457,Unknown
'mont kiara',1780000,5,4,Condominium,Built-up,2735,'Partly Furnished'
'jalan ipoh',388000,3,2,Condominium,Built-up,1057,'Partly Furnished'
'jalan ipoh',450000,3,2,Condominium,Built-up,1068,'Partly Furnished'
'jalan ipoh',415000,3,2,Condominium,Built-up,1057,'Partly Furnished'
'mont kiara',1850000,4,5,Condominium,Built-up,2347,'Partly Furnished'
'mont kiara',1199999,2,2,'Serviced Residence',Built-up,932,'Fully Furnished'
'bukit bintang',8800000,5,5,'Serviced Residence',Built-up,4157,'Partly Furnished'
'mont kiara',4800000,7,7,'Semi-detached House','Land area',4000,'Partly Furnished'
titiwangsa,530000,3,2,'Serviced Residence',Built-up,850,Unfurnished
'wangsa maju',1500000,6,5,'Terrace/Link House','Land area',1980,'Partly Furnished'
ampang,1220000,2,2,'Serviced Residence',Built-up,977,Unknown
'taman melawati',1500000,5,5,'Semi-detached House','Land area',3200,'Partly Furnished'
'damansara heights',3650000,5,4,Bungalow,'Land area',6000,Unfurnished
bangsar,2100000,4,3,'Terrace/Link House','Land area',1872,'Partly Furnished'
sentul,430000,3,2,Condominium,Built-up,1226,'Partly Furnished'
'taman melawati',1750000,6,6,'Terrace/Link House','Land area',1872,Unfurnished
brickfields,770000,4,3,Condominium,Built-up,1500,Unknown
brickfields,760000,4,3,Condominium,Built-up,1467,Unknown
kepong,350000,3,2,'Terrace/Link House','Land area',825,Unfurnished
cheras,828000,4,3,'Terrace/Link House','Land area',1300,'Fully Furnished'
ampang,1400000,7,4,Bungalow,'Land area',5270,Unfurnished
'mont kiara',960000,4,3,Condominium,Built-up,1500,'Partly Furnished'
keramat,675000,3,2,Condominium,'Land area',1150,Unknown
cheras,360000,3,2,Apartment,'Land area',867,Unknown
klcc,1810000,3,3,'Serviced Residence',Built-up,1426,'Fully Furnished'
klcc,635000,1,1,'Serviced Residence',Built-up,576,'Fully Furnished'
'mont kiara',870000,2,2,'Serviced Residence',Built-up,826,'Fully Furnished'
'mont kiara',1650000,4,3,Condominium,Built-up,2020,'Partly Furnished'
'mont kiara',3120000,5,5,Condominium,Built-up,3632,'Partly Furnished'
'mont kiara',1120000,2,2,'Serviced Residence',Built-up,910,'Partly Furnished'
'mont kiara',1450000,4,3,Condominium,Built-up,1496,'Partly Furnished'
'mont kiara',3000000,4,5,Condominium,Built-up,4626,'Partly Furnished'
'mont kiara',1200000,4,4,Condominium,Built-up,2208,'Fully Furnished'
'mont kiara',1600000,4,3,Condominium,Built-up,1878,'Fully Furnished'
klcc,3600000,3,2,'Serviced Residence',Built-up,1560,'Fully Furnished'
kepong,1098000,5,5,'Semi-detached House','Land area',4000,Unknown
klcc,3700000,4,5,'Serviced Residence',Built-up,3897,'Fully Furnished'
klcc,4290000,5,6,Condominium,'Land area',3300,'Fully Furnished'
'mont kiara',730000,3,2,'Serviced Residence',Built-up,1141,'Partly Furnished'
'mont kiara',1550000,4,3,Condominium,Built-up,1497,'Partly Furnished'
'sri petaling',2300000,5,5,'Semi-detached House','Land area',3220,'Partly Furnished'
'bukit jalil',565440,3,3,Condominium,Built-up,1023,Unknown
'jalan klang lama (old klang road)',5700000,5,4,Bungalow,'Land area',6500,'Partly Furnished'
'taman desa',5300000,5,4,Bungalow,'Land area',8000,'Partly Furnished'
'jalan klang lama (old klang road)',360000,3,2,Apartment,Built-up,1196,'Partly Furnished'
segambut,370000,3,2,Apartment,Built-up,918,'Partly Furnished'
setapak,420000,4,3,'Serviced Residence',Built-up,1092,Unknown
'bukit jalil',630000,4,3,Condominium,Built-up,1293,Unknown
'jalan klang lama (old klang road)',670000,2,2,Condominium,Built-up,1164,Unfurnished
'jalan klang lama (old klang road)',890000,4,4,Condominium,Built-up,1620,Unfurnished
'jalan klang lama (old klang road)',1430000,4,4,Condominium,Built-up,2128,'Partly Furnished'
'jalan klang lama (old klang road)',920000,3,3,Condominium,Built-up,1523,'Partly Furnished'
'taman desa',1000000,3,3,Condominium,Built-up,2278,'Partly Furnished'
'taman desa',1350000,4,4,Condominium,Built-up,2059,'Fully Furnished'
'taman desa',700000,4,3,Condominium,Built-up,1355,'Partly Furnished'
'bukit jalil',848000,4,2,Condominium,Built-up,1335,'Partly Furnished'
'jalan klang lama (old klang road)',930000,3,3,Condominium,Built-up,1523,'Partly Furnished'
'jalan klang lama (old klang road)',928000,3,3,Condominium,Built-up,1523,'Partly Furnished'
'jalan klang lama (old klang road)',920000,3,3,Condominium,Built-up,1523,'Partly Furnished'
'jalan klang lama (old klang road)',1000000,4,4,Condominium,Built-up,1710,'Partly Furnished'
'jalan klang lama (old klang road)',1350000,5,4,Condominium,Built-up,2128,'Fully Furnished'
'jalan klang lama (old klang road)',890000,4,3,Condominium,Built-up,1663,Unfurnished
'jalan klang lama (old klang road)',1000000,4,4,Condominium,Built-up,1710,'Partly Furnished'
'jalan klang lama (old klang road)',525000,3,2,Condominium,Built-up,1130,'Partly Furnished'
'jalan klang lama (old klang road)',1270000,5,4,Condominium,Built-up,2128,'Partly Furnished'
'jalan klang lama (old klang road)',1200000,4,4,Condominium,Built-up,1782,'Partly Furnished'
'jalan klang lama (old klang road)',1280000,5,4,Condominium,Built-up,2128,Unfurnished
'jalan klang lama (old klang road)',1600000,4,4,Condominium,Built-up,2638,'Fully Furnished'
'jalan klang lama (old klang road)',1040000,4,4,Condominium,Built-up,1875,'Partly Furnished'
'jalan klang lama (old klang road)',1080000,4,4,Condominium,Built-up,1875,'Partly Furnished'
'jalan klang lama (old klang road)',1410000,4,3,Condominium,Built-up,2638,Unfurnished
'jalan klang lama (old klang road)',1050000,4,4,Condominium,Built-up,1875,'Partly Furnished'
'jalan klang lama (old klang road)',520000,3,2,Condominium,Built-up,1130,'Partly Furnished'
'jalan klang lama (old klang road)',600000,3,2,Condominium,Built-up,1130,'Partly Furnished'
'jalan klang lama (old klang road)',870000,4,2,Condominium,Built-up,1488,'Partly Furnished'
'jalan klang lama (old klang road)',1000000,4,4,Condominium,Built-up,1663,'Partly Furnished'
'jalan klang lama (old klang road)',1150000,4,4,Condominium,Built-up,1710,'Fully Furnished'
